,Text,Class
4431,turmeric lemon help fight coronavirus,fake
35,covid iran reported confirmed case coronavirus left people dead country,true
2282,thyssenkrupp overhaul must happen faster covid twitter xjaxqazfti,true
3916,coronavirus common cold folk,fake
5063,covid literally stand chinese originated viral infectious disease,fake
1291,coronavirus patient allegedly assault abuse doctor delhi covid hospital twitter qnrtzwecm,true
3347,phone call chit chat delhi covid facility helping fight isolation twitter,true
1,officially name coronavirus covid coronavirusoutbreak twitter yogoy,true
2399,coronaviruscrisis also urged development mental health service future support society recovery covid,true
3530,covid attack respiratory system pranayama boost immunity modi internationalyogaday read live update twitter gooavbviua,true
4591,donald trump announced roche launch vaccine coronavirus next sunday,fake
1752,covid crisis left depth various sphere parenting stuck child parent discovering inadequacy home brewed parenting style covid parenting,true
4486,indian government distributing free face mask,fake
2761,china report mainland covid case versus three earlier twitter lugxl,true
3811,bill gate predicted coronavirus,fake
5745,everyone dying coronavirus,fake
2719,deal anxiety helplessness frustration rankles volunteer frontlines socio economic crisis spurred covid pandemic covid pandemic mentalhealth,true
4339,implement citywide quarantine,fake
7137,migrant labourer killing people delhi coronavirus lockdown,fake
5569,stone hurled police gomtipur ahmedabad india went search suspect attended nizamuddin markaz event delhi,fake
7216,photo queue india shared thousand time facebook twitter alongside claim organised leading opposition politician transport migrant worker left stranded nationwide coronavirus lockdown,fake
5139,vaccine coronavirus created scientist ready next sunday,fake
3523,assam covid case count crossed mark,true
1103,writes west bengal government regarding violation lockdown measure covid update,true
561,chloe middleton death year recorded covid,true
5471,video viewed thousand time multiple post facebook whatsapp twitter youtube alongside claim show muslim spitting indian police officer detained scuffle coronavirus quarantine centre april,fake
3467,breakthrough drug treating severely covid patient banned export good news vaccine trial coming loveenatandon reporterdiary video twitter nbew,true
2014,minister fire covid testing drop back daily target,true
3263,death toll confirmed covid case rise twitter jrtlybqnmf,true
880,fear briton self isolating covid seek help late,true
5894,video allegedly showing spitting bread slice shared communal spin india,fake
4702,post giving nurse advice infected coronavirus nurse called claire magne work hospital toulouse marseille depending publication,fake
4423,bathe sweating treatment cure disease virus degree immune system stronger every degree fever,fake
1787,covid strain behind high mortality rate gujarat madhya pradesh newstrack coronavirusoutbreak live twitter faqspxj,true
2672,hydroxychloroquine trump covid cure increase death global study find twitter amhrnlcc,true
1008,boris johnson spent second night intensive care stable condition receiving oxygen support covid complication foreign minister directs country battle coronavirus outbreak,true
6091,cremation worker cremated body covid victim cremated mistake,fake
4581,oman releasing special chemical eradicate coronavirus military helicopter,fake
2990,house price fall since covid nationwide twitter yzxbya,true
3663,covid death toll confirmed case rise twitter wtjlo,true
7203,twitter post accuse dutch government minister flaunting social distancing rule,fake
7069,video show fish washed indian shore lockdown,fake
7538,facebook using picture post lawsuit amid covid pandemic,fake
1426,tell doctor treat covid patient without full length gown shortage report twitter ejvhjbp,true
1120,health ministry asks state seek service specialist resident doctor fight covid coronavirusoutbreakindia,true
2369,covid commission paid government,true
5518,homemade mask prevent spread coronavirus,fake
2166,coronaviruscrisis india high covid mortality rate raise serious concern coronavirus live update twitter qpuy,true
262,briton treated covid patient coronavirus,true
5735,photograph madrid gran full coffin flag spain,fake
3331,store asked encourage people shop alone implement additional safety measure ensure covid secure twitter tkxtczb,true
1195,harassed neighbour covid survivor haryana chief minister twitter,true
5220,indian army built hospital rajasthan eight treatment covid,fake
4538,unquestionably within legal authority postpone illinois primary election changing date shifting vote mail,fake
2517,major nursing home chain violated federal standard meant stop spread disease even start covid record show,true
3349,wave covid case beijing market spread liaoning twitter nytftzuou,true
6456,mitch mcconnell said wanted state bankrupt instead federal government providing relief today thom tillis agreed,fake
3553,antibody level recovered covid patient decline quickly research twitter pwto,true
1330,situation improve restive migrant could soon become bigger worry covid indiatodaymagazine indiatodayinsight,true
7145,post claim virologist said television programme mortality rate coronavirus,fake
5864,bill gate plotting covid testing future vaccine track people microchip,fake
3447,renter homeowner join navigating unemployment private facebook group wednesday chat post kathy orton real estate renting relief homeowner covid,true
4751,truck driver turned away fast food restaurant covid pandemic,fake
6665,hydroxychloroquine cure covid conspiracy biil gate fauci,fake
5231,headline,fake
3274,fresh case covid raise west bengal tally death take toll health department coronavirus westbengal,true
7074,picture claiming hairdresser product shampoo hair dryer eliminate coronavirus,fake
2659,india five covid patient recovered health ministry,true
1420,best expert covid exclusive interview degree analysis impact coronavirus crisis india today ahead india today indiatodayno promo twitter xzwxxqgguk,true
4558,video show brawl week took place supermarket aubervilliers france coronavirus,fake
6022,average american tenth percent chance getting coronavirus thus public health official overreacted pandemic,fake
2179,must back future open border covid commissioner twitter,true
7413,picture show black allegedely containing corps covid victim considered authentic easily carried hand,fake
4252,news channel suggest drinking tulsi noni juice help prevent novel coronavirus,fake
1721,pregnant woman hailed covid zone area died maternity hospital anantnag district jammuandkashmir coronavirusoutbreak,true
2541,centre extended lockdown till stem spread covid issued fresh guideline allow resumption economic activity covid lockdown,true
1231,extends lockdown congress asks relief poor live update lockdown covid india twitter hotbud,true
5086,whatsapp forward attributed claim wenliang whistleblower chinese government propaganda covid documented research report according report chemical like methylxanthine theobromine theophylline stimulate compound ward virus human body least average performing immune system,fake
3267,tribals many young tribals odisha found unemployment creator traditional painting craft hard restriction imposed covid pandemic coronavirus,true
2206,three step plan reopening australia covid stage look like,true
396,appeal people panic coronavirus sufficient stock essential commodity medicine state yogi adityanath uttar pradesh chief minister coronavirusindia covid coronavirusoutbreakindia ndtv twitter ihapj,true
7586,alexandria ocasio cortez tweeted vital governor maintain restriction business november election economic recovery help trump elected business closure loss small price free presidency keepusclosed,fake
6298,brigitte macron asked didier raoult treat daughter chloroquine,fake
6741,regarding risk coronavirus transmission airplane safe environment going find,fake
3201,covid asymptomatic carrier transmitter watch preetichoudhry itlivestream,true
6969,anthony fauci pushing remdesivir potential covid treatment drug invented bill gate stand profit,fake
3594,opinion trump raised white flag covid,true
6159,image gulbarga festival held lockdown year,fake
1535,many journalist working frontline getting covid decided create centre free testing journalist start functioning tomorrow free test done chief minister said,true
7328,indian government giving rupee relief fund every citizen lockdown,fake
5786,retired woman died receiving fine violating quarantine ukraine,fake
3720,ditch quarantine arrival covid risk country twitter nwewqpre,true
2443,opinion covid health effect concentrated older people economic effect hurting young poor,true
3667,coronavirus live update naval personnel parundu test covid positive,true
1959,ethnic minority suffer extra covid death think tank twitter usduffbmy,true
613,today mann baat focus situation prevailing country wake covid indiafightscornona,true
290,positive covid case country indian council medical research icmr said specific plan involve private laboratory covid testing number rise,true
4869,cristiano ronaldo convert hotel coronavirus hospital,fake
4026,people elche spain infected coronavirus coming back milan international footwear industry fair,fake
990,sanjeevani covid listen sudhir bhandari principal medical college newstrack live twitter rgse,true
3812,facebook user predicted coronavirus china,fake
2360,another policeman posted mumbai assistant inspector passed away covid tuesday taking toll mumbai five state eight report notmengele covid mumbai,true
4983,video woman reciting sanskrit verse viewed thousand time facebook twitter alongside claim delivering sacred verse spanish radio station novel coronavirus pandemic,fake
5559,backdrop lockdown video wild animal taking road surfacing internet among picture herd deer round social medium claiming picture lake club chandigarh,fake
6077,president donald trump failed contain coronavirus outbreak result holy quran read white house,fake
6443,photo shared hundred time facebook twitter alongside claim show nurse apologising muslim blamed muslim community spreading covid india post claim nurse forced apologise local politician,fake
4143,coronavirus self diagnosis available,fake
3507,spain freely welcome briton without covid quarantine,true
2665,maryland longest serving female prisoner covid lawmaker push release,true
2287,five airindia pilot test positive covid anandaditya live update,true
3400,stock gain stimulus hope worker lose covid crisis business live,true
650,senior delhi officer suspended serious lapse covid duty ndtvnewsbeeps twitter sgvso kavf,true
4429,photo meat mutton affected coronavirus,fake
1559,speaking india today adarpoonawalla said need hour make covid vaccine accessible many possible indiafightscorona coronaviruscrisis covid,true
3379,film martyapura jamaraj yamaraj earth short film produced group ankushpur village odisha ganjam district special jury award covid international film festival,true
2970,covid case reported odisha taking total monday active case stood recovered nine died seven covid ailment state health department said yugayatri report,true
487,love time covid,true
2573,meet hospital warrior india today take inside india biggest covid hospital coronawarriors coronaviruscrisis exclusive ankit tyagi twitter czvs,true
5769,video shared multiple facebook twitter post april alongside claim show temple india turned covid quarantine centre state government,fake
5650,photo family committed suicide hunger lockdown,fake
1772,boris johnson return work monday bout covid report,true
4514,hospital left without covid care child young people madrid,fake
2290,covid case odisha shot touch people returned state increasingly testing disease,true
1678,take swift action anyone unlawfully selling fake lynne owen national crime agency arrested charged caught making selling covid treatment latest update twitter jrelc,true
3398,hydroxychloroquine revoke emergency approval malaria drug covid,true
345,woman including year studying united kingdom tested positive covid gurugram took total number positive case gurugram four click live update,true
1313,tell agency stop giving india national fight covid religious colour,true
7267,post bottle alcohol left caused fire damaged door,fake
6746,charles gaulle aircraft carrier marine cured covid thanks chloroquine,fake
4992,president national assembly serbia maja gojkovic claimed according constitution parliament cannot session state emergency,fake
852,year reshma mohandas nurse kerala tested positive novel coronavirus cannot wait return work treating covid patient,true
4462,gargling water salt vinegar eliminates coronavirus,fake
4512,image show train transporting covid virus,fake
5381,houseparty hacked,fake
92,three case covid confirmed india taking total number case country coronavirusoutbreak covid india,true
3381,breaking news revoking emergency authorization malaria drug covid promoted president trump calling unlikely effective twitter qpjmgl,true
4474,evidence forcibly installed school,fake
7410,image claim family committed suicide jodhpur india picture going viral lockdown,fake
5190,hydroxychloroquine chloroquine cure coronavirus,fake
5147,president trump sign bill exposure effect misleading,fake
2961,exclusive russia roll first approved covid drug next week twitter tioapeiukw,true
5791,coronavirus exterminated lockdown lifted,fake
794,reliable testing enough dedicated covid hospital question country enough cover story week free read online indiatodaymagazine indiatodayinsight,true
6983,declared guwahati zone,fake
6563,applying mustard nostril kill coronavirus,fake
2440,bellevue hospital bereavement coordinator brother robert bathe among last people many terminal covid patient,true
7175,migrant beating people money delhi,fake
2316,coronaviruscrisis gujarat report case last hour state total covid live update twitter wxgqvtvpxl,true
1490,covid hospital kolkata taking necessary precaution avoid transmission coronavirus manogyaloiwal visit hospital bring reporterdiary video twitter gohbjxnjuw,true
2390,stewart sends surprise gift student nurse recovering covid,true
4079,issued alert buying holy color china,fake
6986,government india plan exiting lockdown five phase,fake
4382,chinese intelligence officer reveals coronavirus bioweapon,fake
3388,doctor call recommendation report impact covid black asian minority ethnic people implemented immediately,true
3730,opinion white house right thing covid need young people help,true
702,working pace significantly increase testing capacity scottish first minister nicola sturgeon covid testing ability grown couple week around rise twitter hrvwz,true
1774,boris johnson second covid peak disaster lockdown lifted early video,true
7542,george floyd murder filmed covid,fake
3125,bame single parent family worst financially covid,true
5126,portuguese government spent much acceptable price ventilator,fake
3856,video show chinese epidemiologist saying million people infected,fake
5802,coronavirus dangerous disease death rate pollution hygienic condition italian hospital hospital germ responsible many death case whole population endangered covid,fake
2941,tuesday express winning battle covid tomorrowspaperstoday bbcpapers alliehbnews twitter erfrms,true
2743,video mandatory wear mask prevent spread covid hearing impairment mask huge impediment covid coronavirus,true
5108,video policeman taking wandering lockdown italy,fake
6458,dropped huawei vendor coronavirus fear,fake
825,recruit volunteer army trace covid contact urge scientist,true
5542,kennedy center donated democrat getting covid stimulus money,fake
5544,america admits declares repentance spread covid,fake
4028,bovine coronavirus vaccine cattle proof novel coronavirus evidence much medium control people,fake
3385,high blood pressure drug apparently covid danger earlier feared,true
4364,current coronavirus manufactured wuhan,fake
1525,imran khan tested covid asked isolation meeting well known philanthropist tested positive infection imrankhan pakistan covid,true
2491,covid case york coming people leaving home cuomo twitter wetrzam,true
3698,black funeral home heavy toll covid community,true
1036,another covid death reported punjab taking toll state nine according senior official coronavirus covid punjab,true
4895,covid patient show symptom first,fake
4539,vaccine used coronavirus people,fake
4868,high intensity workout inhibit immune system intense workout might reduce immune system efficiency fully documented,fake
5449,five helicopter going spray disinfectant overnight order combat coronavirus,fake
3513,smashed mother flower shortage sweep australia covid crisis,true
7379,viral video minute long mask coronavirus uploaded youtube channel family doctor natalia prego cancelo,fake
3701,coronavirus world country covid case death,true
430,question police case covid positive kanika kapoor ndtvnewsbeeps coronavirus kanikakapoor twitter utxjevytgb,true
3243,india become atmanirbhar need turn covid crisis opportunity narendramodi annual indian chamber commerce itvideo full video twitter cwpvlfaanl,true
5804,karnataka hindu decided boycott muslim anti national activity,fake
4913,text claim mass medium owner called satanist text forcing public voluntarily look coronavirus vaccine also describes vaccine still exist,fake
2543,india tally covid case crossed lakh mark monday case taking total according data state health department covid india coronavirus,true
3485,rgen klopp feared covid would deny liverpool premier league title,true
7573,picture stating governing party italy voted proposal supported league right wing party offer economic reward nurse doctor fought covid epidemic,fake
569,british health secretary matt hancock became second high ranking government member confirm covid diagnosis friday coronavirusoutbreak,true
2249,allow state distribute gilead remdesivir fight covid twitter nliypp,true
4229,arsenic album homeopathic medicine prevent coronavirus information given ministry ayush,fake
3789,bavaria free covid test split germany twitter degakdbje,true
1015,covid fear grow indigenous south american yanomami teen test positive,true
3350,beijing record covid case linked market cluster twitter wnpwgtpqr,true
5187,bath help prevent coronavirus,fake
3316,beijing return wartime footing outbreak covid,true
6064,news medium tried death attributed complication covid separate case,fake
7201,video show migrant worker raising long live pakistan slogan returning home state lockdown,fake
1739,covid positive maharashtra death mumbai twitter clwpt,true
1128,world fight covid thing going better worse watch newstrack rahulkanwal twitter qdxekop,true
2102,analysis president donald trump aide stepped attack china recent week covid outbreak struggling contain spread virus economic crisis triggered covid donaldtrump china,true
5395,student america repeat grade next year,fake
320,issued bihar epidemic disease covid regulation give legal power government official conduct mass screening suspected patient covidindia,true
5675,italy thrown money street clear message whole world money enough health danger,fake
3786,angeles record alarming surge covid case twitter xkkdq,true
5036,streaming apps netflix amazon prime give free subscription covid outbreak india,fake
6790,holding breath second test covid putting mustard nose coronavirus flow stomach acid,fake
4550,people going door door colorado spring stating covid testing people,fake
632,opinion stephanie land writes work home human being face covid child care income probably face severe housing insecurity month come,true
577,motherland danger madhya pradesh fight covid despite mother death twitter vjuejstmtm,true
4796,homeland security mobilizing national guard combat coronavirus,fake
3318,australia reliance five covid economic strategy excludes trade partner,true
2925,coronavirus world country covid case death,true
7107,video show huge crowd gathered american mall neglecting social distancing current pandemic,fake
1080,covid positive tablighi commits suicide akola maharashtra itvideo twitter uqxnom,true
5546,photograph proving room italian hospital,fake
4848,destroy coronavirus following breathing exercise,fake
4306,neutralise coronavirus sars exposing drinking beverage mask effective virus threat life part high risk group,fake
4147,bill coronavirus test,fake
5073,smoking cigarette protects coronavirus,fake
4051,vitamin prevents coronavirus,fake
1855,anchor brooke baldwin battle covid took dark place,true
5628,spanish political party assures government hiding image hundred coffin parking,fake
2426,secretary state mike pompeo thursday accused china stealing intellectual property data related covid research mikepompeo covid china,true
1917,gilead covid drug raise hope naresh trehan chairman medanta hemant thacker breach candy hospital share view watch pmprime ankit tyagi live twitter ezhctq,true
4260,airport train station lithuania closed,fake
7028,wearing mask weaken immune system prevents germ body,fake
6505,give wuhan china grant prohibited pres obama grant exception,fake
983,pregnant time covid watch preetichoudhry itlivestream,true
3953,coronavirus might spread food,fake
1675,gave birth dying covid never,true
785,prince charles open nightingale treat covid patient,true
5930,nigella seed contain hydroxychloroquine mixed help keep coronavirus away,fake
5704,video fire shared claim fire erupted solapur airport maharashtra state firecracker,fake
2762,hospital english tourist town stop taking patient covid spike twitter uewvhosc,true
1973,maryland virginia covid death disclose infection,true
3181,china scientist dismiss harvard study suggesting covid spreading wuhan august twitter xyliuqdvcn,true
4230,coronavirus temperature degree celsius unicef,fake
7208,texas florida balanced budget california debt billion york debt billion,fake
5950,deputy head ryan paterson chocked broccoli disclose sensational information covid,fake
500,opinion probably mild moderate case covid think could survive worse,true
3652,covid testing increased delhi also number case latest detail itvideo coronaviruspandemic twitter foyweqlpk,true
3669,taxi driver unprotected covid,true
4015,shands hospital gainesville florida confirmed first case coronavirus,fake
363,raising issue loksabha friday reddy said ayush ministry issued advisory prescribing medicine treatment covid contradiction union ministry health advisory coronavirusoutbreak,true
2117,coronavirus covid stayhome number reaching peak start flattening shashank joshi member covid task force maharashtra watch pmprime ankit tyagi live twitter crboewknxw,true
2905,coag national cabinet stay focus post covid creation,true
5069,post shared thousand time facebook covid pandemic disposable surgical mask worn colored side person sick,fake
1361,opinion rgunns writes people likely toxic fume people likely covid like watching preview worst possible impact climate crisis roll right,true
292,supported global coalition founded india norway begun phase clinical trial investigational vaccine designed protect covid coronavirusoutbreak,true
2583,covid death toll nears scrutiny strategy grows twitter yqezwtaopp,true
5746,asian hong kong swine bird killed people coronavirus today government never shut anything,fake
4995,tank circulates street tudela navarre spain combat covid,fake
3628,astrazeneca scottish firm tenth covid vaccine supply deal twitter xnfsfpmo,true
6861,nurse rajasthan jhalawar india resigned jamaatis misbehaved,fake
1682,covid lockdown anildeshmukhncp eagendaaajtak itlivestream,true
93,assam sanitising quarantining overdrive along route taken tourist tour state leaving bhutan tested positive covid march coronavirus coronavirusoutbreak,true
4477,military coming paris coronavirus,fake
3456,health expert criticise failure track recovered covid case,true
7417,facebook post questioning existence coronavirus supermarket employee infected world,fake
5702,image public beating police officer enforcing lockdown indian state,fake
7219,video leopard roaming road lockdown delhi india,fake
5504,video asha worker attacked local telangana went screen people attended delhi nizamuddin prayer suspect covid,fake
6885,state like york illinois california vocal demand funding bail pension system failing long covid outbreak program related crisis,fake
2078,coronaviruscrisis however director general health cautioned people must continue socialdistancing measure ensure covid return newzealand world,true
859,liverpool furlough playing staff amid covid pandemic twitter gyykpymy,true
3465,aday tested positive covid condition delhi health minister satyendar jain thursday improved fever subsided delhi coronavirus,true
4691,video president donald trump pharmaceutical executive speaking press conference viewed thousand time multiple facebook twitter youtube post alongside claim show announcing vaccine novel coronavirus covid ready administered,fake
279,gautam budh nagar anurag bhargav tell call centre help people fight coronavirus arvindojha itvideo covid covid twitter ddqqo kbnk,true
5584,pedro nchez president spain king rumor moncloa,fake
4926,audio message list five people prevent novel coronavirus,fake
4288,simpson predicted hank would contract coronavirus,fake
2705,coronaviruscrisis public private partnership fight covid muffazal lakdawala newstoday live twitter,true
3486,welsh chicken factory close week covid staff,true
5614,brazilian lighting candle modi call stand solidarity coronavirus,fake
3351,china report confirmed asymptomatic covid case june twitter,true
1939,three cologne player test positive covid training continues,true
4932,slice lemon water save life lemon kill proliferation novel coronavirus,fake
3259,europe sight antibody test amid covid free twitter jdvlxmryne,true
7209,california dying gavin newsom vacationing stevensville,fake
1956,covid emergency declaration gave world enough time twitter ybvtm,true
5054,several photograph published facebook claim portray coffin victim coronavirus italy,fake
3202,coronaviruspandemic retraction came disease expert raised question statement issued expert covid,true
2437,york nursing home resident died covid nursing home lobby pressed provision make hard family,true
5488,indian social activist arrested tried liquor lockdown period,fake
861,sanitation worker ndmc charak palika hospital moti bagh delhi test positive covid official update coronavirusoutbreak,true
3499,kerala covid tally reach fresh case official coronavirus,true
4076,shaheen bagh protest india claimed coronavirus,fake
6309,currency spread road spread coronavirus,fake
938,purab kohli reveals family covid even week still recovering,true
2135,maharashtra treatment covid patient indiasagenda twitter maqgvu,true
4746,vladimir putin accused rest leader plan reduce world population,fake
2056,data click link track total number confirmed covid case related death testing rate across state,true
4580,image coffin italy showing carnage recent covid outbreak,fake
6,total number people infected covid ship rose sunday,true
1063,johnson intensive care continues covid recovery twitter ngystez,true
5719,report georgia institute technology link immune system coronavirus,fake
297,retired student medic called tackle covid,true
2530,indiatodayinsight drdo india invention supply fighter pilot come handy covid,true
5369,tablik jamaat chief maulana saad,fake
6104,prime minister covid admitted hospital staff asked sign official secret refused dismissed,fake
224,coronavirus live update hour telangana reported covid patient recovered another patient tested positive virus update,true
7156,novel coronavirus made,fake
1523,order tighten covid lockdown restriction police department started using drone besides installing cctv camera malavalli mandya distric karnataka covid,true
4504,police asked shop selling alcohol restrict opening hour patrick lower risk house party coronavirus could spread,fake
2388,covid financial distress struggle stay critical list hospital story,true
3275,private hospital equipped test covid permitted test delhi high court coronavirus delhi,true
436,year child suspected covid tested found negative covid positive case assam himanta biswa sarma assam minister coronaviruspandemic coronavirusoutbreak ndtv twitter tnpfbxfz,true
4200,thief madrid pretending doctor steal people house,fake
6892,according radiologist covid blood disease pneumonia therefore respirator totally useless,fake
3309,beijing shuts market second covid case twitter czbz,true
1043,medical expert warning vaping smoking tobacco marijuana risk covid,true
1358,video conference meeting held official better coordination ground level health ministry covid,true
5498,indian ministry tourism issued notification hotel restaurant closed till notification state specifically north indian restaurant closed till given date else legal action taken owner restaurant,fake
1826,south wale brother died within hour covid,true
3105,prime minister told dump rhetoric plan covid wave,true
5444,father pablo iglesias vice president spain hospitalized clinical hospital salamanca,fake
602,trump promised score retailer would offer parking covid testing five,true
5885,doctor vandana tiwari part covid team killed violence uttar pradesh,fake
5815,wake coronavirus outbreak ministry tourism issued order closure hotel restaurant resort country till october,fake
5199,whether coronavirus began,fake
5321,santiago abascal general secretary political party allegedly respect quarantine period testing positive covid,fake
7123,telecommunication worker exposed circuit board installed tower bearing marking read,fake
1338,coronaviruscrisis economy survive covid world looking recession nipfp director rathin emergingroy newstoday twitter,true
5267,french astrologer nostradamus predicted would outbreak coronavirus china,fake
4471,president donald trump evoke called stafford order week mandatory quarantine nation,fake
6918,text lithuanian excerpted letter claim measure genocide pandemic real,fake
1853,doctor nurse fear covid kill parent changed,true
7127,video italian representative sara cunial tell truth bill gate control world population vaccine medical experiment,fake
768,prime minister held meeting chief minister covid outbreak video conferencing thursday,true
1308,association planter estimated assam industry would losing least crore impact covid lockdown assam covid,true
6256,video showing policeman picking banknote stick linking coronavirus,fake
2079,covid case include wife jawan battalion ambasa dhalai district agartala munishpandeyy,true
3506,northern ireland record covid case first time since lockdown,true
2596,five death jaipur kota nagaur sikar take covid related death toll rajasthan medical health department covid rajasthan,true
4951,china also outbreak hantavirus first recorded death,fake
5652,video spitting face another york subway spread coronavirus,fake
6359,video show fish overflowing water india fishery business halted lockdown,fake
1336,coronaviruscrisis india stand today fight covid take look newstoday live twitter,true
4257,drinking water every minute protect getting coronavirus,fake
4060,quarantined hong kong testing positive coronavirus,fake
2104,madhya pradesh recorded covid case monday taking tally nine person died illness undergoing treatment hospital state wide death toll climbed report sidharth madhyapradesh covid,true
3043,california rise covid case raise fear reopening protest,true
7570,video eiffel tower show tribute victim covid,fake
1931,opinion covid spreading jail safely release inmate convicted child,true
6783,cryptocurrency system developed microsoft body activity data chip implanted human body,fake
7105,video show migrant laborer protesting surat gujrat,fake
2916,many covid lockdown good push quit smoking,true
4817,photo coffin coronavirus patient died single italy,fake
2997,france affirmed commitment ensuring timely delivery rafale fighter despite challenge posed covid pandemic defence minister rajnath singh said telephonic conversation french counterpart florence parly,true
464,much time taken time pandemic sena covid lockdown twitter exgidls,true
6690,photo hundred people praying together shared hundred time facebook twitter alongside claim show muslim south india flouting nation covid lockdown offer night time prayer,fake
568,singapore take nonsense approach covid fight singapore coronavirus,true
725,covid patrol motorcycle launched delhi police south district patrolling spreading awareness covid coronavirusoutbreak coronaviruspandemic twitter yquyuj,true
4964,body people infected coronavirus lying road italy carrying risk infection,fake
1818,highest number covid positive case detected jaipur followed jodhpur jhalawar,true
1526,trinamool congress accused central government fighting state busy fighting covid covid,true
6559,japanese nobel laureate tasuku honjo worked wuhan four year claimed sars human made,fake
1964,potential covid vaccine producer making million month twitter dpayxieh,true
395,number coronavirus case india rise coronavirusindia coronavirusoutbreakindia coronaviruspandemic covid ndtv twitter,true
2279,boris johnson announces next phase fight covid,true
6242,president barack obama awarded million wuhan institute virology study coronavirus,fake
3984,spanish newspaper report possible covid case gines benecaz seville spain,fake
660,kerala rajmohan unnithan sought court issue parte stay operation blockade imposed karnataka border state covid,true
7353,study contact asymptomatic carrier showed none infected result prove asymptomatic people cannot transmit covid mask therefore unnecessary also claim show covid contagious,fake
813,nursing officer delhi government hospital test positive covid coronavirusoutbreak coronaviruspandemic coronavirusindia twitter,true
2101,shortly biplab kanti dasgupta showing symptom covid taken isolation ward wife began high temperature covd kolkata westbengal,true
1143,scourge covid pune medical fraternity year nurse associated city ruby hall clinic tested positive covid pune covid,true
1035,indian citizen succumbed deadly infection male york jersey area coronavirus covid,true
2194,covid positive case seven ganjam district three bhubaneswar city detected thursday evening pushing odisha total according state government report yugayatri,true
5345,italian host moved reporting young child death covid,fake
25,report community spread covid california oregon washington raise concern immediate threat covid certain community however people little immediate risk exposure virus,true
1823,listen latest coronavirusnewscast adamfleming bbclaurak chrismasonbbc bbcferguswalsh boris johnson back know recovering covid zookeeping time coronavirus,true
5001,vibration including coming emotion kill coronavirus,fake
2457,britain approves abbott covid antibody test twitter smnxrtg,true
7503,changed mind mask increase risk infection,fake
6819,tailor forbidden sell homologated mask france,fake
4629,home coronavirus testing real,fake
1815,year villupuram tested positive covid taking total count case district monday covid villupuram,true
4623,china blame culture people snake thing like virus transmitted animal people china source virus like sars like mers swine coronavirus,fake
558,vital drug people lupus running unproven covid link,true
3107,exclusive nearly health worker died covid toll rising,true
5966,hydroxychloroquine azithromycin proven cure covid patient,fake
1962,manufacturer possible covid vaccine developed british scientist said know make million month view building stock commercial supply vaccine approved,true
1765,ahmedabad congress leader senior municipal councillor badaruddin sheikh died covid infection reported langamahesh covid congress,true
773,around linked tablighi jamaat screened karnataka test positive covid update follow live,true
4805,post shared thousand time facebook list company whose chief executive officer allegedly stepped novel coronavirus crisis,fake
4299,photo show full vegan supermarket shelf next empty caption saying even time coronavirus want vegan,fake
6209,amid lockdown karnataka india chief minister yeddyurappa attended wedding kumaraswamy ignoring social distancing,fake
4363,felipe gonzalez prime minister spain spanish coalition government cannot face covid crisis,fake
6754,lockdown violation chandni chowk area delhi,fake
1153,early sowing summer rice crop covered area time previous year despite covid lockdown limitation agriculture ministry data show,true
201,chief minister sarbananda sonowal asked people take precaution wake pandemic heed rumour assam coronavirus covid,true
6005,according image shared whatsapp official document italian government released explain strategy reopening business activity,fake
2070,french hospital discovers covid case december,true
1986,shiv sena expressed deep concern long term economic repercussion covid crisis lockdown coronaviruscrisis,true
6092,india redesigned american marked indian state population almost equal population country tried explain employee india indirectly handling covid situation many country,fake
4479,army truck deployed paris large french city coronavirus epidemic,fake
7133,shot make someone test positive covid,fake
1466,nearly sailor france flagship aircraft carrier charles gaulle tested positive covid month later question finger pointing investigation,true
6381,pelosi wuhan china impeachment hoax failed,fake
6301,germany sends china billion bill coronavirus damage,fake
7467,whatsapp message claiming installed immuni italian national contact tracing application acquire user phonebook,fake
7116,video already removed youtube woman named pilar baselga assures carlos health institute madrid said report sars coronavirus pandemic ended,fake
4643,whatsapp message pretend german robert koch institute advises take gram alcohol would help desinfect throat kill coronavirus,fake
7403,picture allegedly published press agency adnkronos show passenger inscription,fake
790,australia coronavirus victim covid related death across country,true
2346,aatmnirbharbharatabhiyaan prime minister narendra modi called achieving self reliance fight covid crisis indiafightscorona stayhome,true
139,year karnataka died tuesday turned india first coronavirus fatality test sample taken earlier confirmed covid state govt,true
1886,nagaland government levied covid diesel petrol wednesday,true
3568,factory return growth covid slump business live,true
338,covid telangana jailbird,true
260,covid prompt major british theatre close door,true
36,covid already started contact tracing family office member case detected positive today monday health minister,true
719,markaz dented india covid fight watch indiafirst gauravcsawant tonight twitter gulzvu,true
4899,image people died coronavirus italy,fake
6054,lockdown south africa collapsed people street hunger,fake
7341,migrant isolation india threw away food cooked dalit cook,fake
5754,france remove european union flag light spread covid,fake
5208,viral post along picture claim civilian thrashing policeman lockdown,fake
376,secretary state mike pompeo blamed russia china iran spreading disinformation covid coronavirus,true
2525,republican apologizes likening covid curb nazi persecution,true
6195,bill gate world bank lost billion trump amid coronavirus outbreak,fake
620,centre suspends delhi govt officer dereliction duty amid covid outbreak coronavirus live update twitter sjjsqw,true
2653,secures million potential astrazeneca covid vaccine twitter vvwq vpeep,true
3147,curb covid test indepth sardesairajdeep coronavirus full show twitter kscirqij,true
